,Unnamed: 0,id,type,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var
0,3312,44,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1180.0734127175106,114068.15710889707,2029.821550236192,565660.2685915353,0.0716781734496124,0.0005451026420439674,-23.63416181833993,14261.953098225666,17.779245199286425,14.031688063873904,-402.2036402765393,2906.3827342437976,154.14842473911733,1282.5345829339524,-15.18370697455998,320.8799703015875,15.314798564225795,200.99535372342768,-3.0945796130410352,139.38479180814733
1,16882,34,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3141.660376634051,1063368.3305125178,7235.790561409884,2893617.2124394863,0.13107020651647286,0.007212049738732277,3.5243988846982277,1324.8744109338493,23.888034060336675,25.837767673268853,-59.769750912967254,4507.478324880261,77.30219512290279,752.6265898452689,26.367105221468506,407.1994850450738,3.16071169923369,281.4930897644338,6.750658718421918,192.55996120177608
2,14260,20,metal,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2658.094746004885,189397.0226956509,5359.163562863372,592769.7692838212,0.15232595990794573,0.0020754993955473377,5.153093017357903,1693.9205245254755,14.859968551615117,12.48413235546536,-75.02699128768333,1277.1946862632599,81.16550424784805,298.43758650847013,-20.16967882862427,109.54600351413515,68.28747578411728,96.57894280810731,-11.308504604886863,61.9524917336449
3,19435,45,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4284.837137548697,983502.1618705159,7928.083041878634,1832061.115609977,0.2240889201792636,0.008533433315222544,0.16877846229916216,2049.972946352844,19.681166390453125,25.772902821247982,-120.22752790980343,6129.613017116058,16.34707172339771,874.2818299135988,25.095122149731328,1044.1786254251829,37.26260912279965,455.2840132863652,9.265542498955577,225.40940977754317
4,17112,44,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3138.9038120088044,609306.0980413669,6681.135310683138,2322620.68455815,0.13555974442829458,0.00554286895867946,5.838179301648936,893.1406688739362,24.241387581642588,31.448595882336736,-47.892916808335066,3185.87866225302,54.20547952029447,523.923819038484,-4.098381524829403,690.7024376074893,21.56540956518134,298.81284860334546,13.857064695386722,183.3339698918116
5,8073,51,disco,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2652.196945343717,206155.00703671086,5374.245151253634,706490.9473465644,0.1578121214874031,0.001766819510205736,2.1561286096471743,1764.1493534877293,18.279462451803397,15.285075267725404,-77.08245729354952,1655.1707374450127,89.32468843759622,318.69788224529213,-34.20997364481331,288.74187446302517,38.687956456566695,146.86072510559518,-22.28695409386713,113.01471802334123
6,4347,89,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2423.216479763712,119200.8548743492,4296.566758266715,375563.29296178406,0.16663184350775193,0.0011307360476781585,-15.391519648037082,8210.553248773085,18.20943619809735,13.903178642557465,-301.76961001500064,2620.117176568094,57.57210425500478,820.2969819027741,-59.17708612015584,254.95865302681526,33.5047024370375,84.06148585264191,-20.909456540937253,73.3134118727505
7,16468,16,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3492.854104236325,910870.4641001731,7504.095941587936,2378272.593911591,0.15355120518410853,0.007372800610857895,1.0924811520282385,1685.2201099865138,20.59802182974088,36.682869462683385,-96.9654943409698,6514.9483270159435,51.71575352568793,613.9737879783394,18.738941091607387,428.3801426323517,20.45803370047546,295.5950933370092,5.615790319093383,156.9978864040374
8,21390,30,rock,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2946.2560135768813,726357.196431578,6335.393861282702,1187262.0822499578,0.11491036821705425,0.0036802509935506367,0.6226885467932168,2317.298133656177,23.206448330300628,10.089197047390972,-131.51344418640645,2444.9658460671812,67.66118153197182,838.6347086057831,32.88806675556003,809.881232336432,34.64161487592332,345.30934755832686,-3.1719292074272216,123.74083383778292
9,3749,63,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",689.7289672784552,7850.578260115594,749.0466592478198,14720.8989636488,0.03605673146802325,4.4171695819261246e-05,-19.407358469207423,19309.376644637592,16.751405192428248,10.576692732820167,-465.80023551633036,1485.2960865337675,180.27533764787395,433.2253559287713,56.63577191570509,323.40108435652826,10.998585142765684,137.24329195178515,5.834050792569419,48.97712828047842
10,3473,51,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1527.7305519730694,232682.91421959212,3221.200263444768,1527026.6920098104,0.060080925993217064,0.0016055924581095948,-3.0386080560421913,7656.66074233435,17.513847072238978,19.766149823342325,-230.30492203509465,28284.607319630697,119.11062910005205,1155.739821626933,-1.0106162008066395,1083.8214425479007,28.38443923137893,96.20308206683664,10.027675042200487,138.4263294778383
11,19918,66,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1629.5027609423066,335929.1914983859,3259.7096429869184,1429854.9174889287,0.06710006359011628,0.0012839051983862368,3.390644059983168,3459.0037043842513,24.05785192135212,26.05926407245855,-147.04792359874844,3539.4901886780517,120.08231655107656,955.3291977235511,-21.53295262776095,428.4352499644071,39.625473618821296,337.430945777627,6.962120732423672,177.58233000053357
